id,state,rto,maker,count,car_brand_match
50306,Haryana,"RTA, GURGAON",MARUTI UDYOG LTD,28,Maruti
50309,Haryana,"RTA, GURGAON",METZENERGY PVT LTD,8,
50310,Haryana,"RTA, GURGAON",MINI METRO EV L.L.P,79,
50317,Haryana,"RTA, GURGAON",NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,21,
50320,Haryana,"RTA, GURGAON",OKINAWA AUTOTECH PVT LTD,5,
50323,Haryana,"RTA, GURGAON",OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,14,
50325,Haryana,"RTA, GURGAON",OMEGA SEIKI PVT LTD,71,
50339,Haryana,"RTA, GURGAON",ROYAL-ENFIELD (UNIT OF EICHER LTD),5,
50341,Haryana,"RTA, GURGAON",SAHNIANAND E VEHICLES PVT LTD,33,
50350,Haryana,"RTA, GURGAON",SHAKTI AUTO GREEN,39,
50355,Haryana,"RTA, GURGAON",SILVER HAWKS VEHICLES PVT LTD,8,
50358,Haryana,"RTA, GURGAON",SKS TRADE INDIA PVT LTD,800,
50361,Haryana,"RTA, GURGAON",SPEEGO VEHICLES CO PVT LTD,3,
50363,Haryana,"RTA, GURGAON",STAR INDUSTRIES,21,
50364,Haryana,"RTA, GURGAON",STELLANTIS AUTOMOBILES INDIA PVT LTD,388,
50382,Haryana,"RTA, GURGAON",TI CLEAN MOBILITY PVT LTD,45,
50385,Haryana,"RTA, GURGAON",TIVOLT ELECTRIC VEHICLES PVT LTD,53,
50391,Haryana,"RTA, GURGAON",TRATEC ENGINEERS PVT. LTD.,292,
50393,Haryana,"RTA, GURGAON",TVS MOTOR COMPANY LTD,4194,
50394,Haryana,"RTA, GURGAON",TWO FRIENDS AUTO ELECTRIC PVT LTD,16,
50397,Haryana,"RTA, GURGAON",URWASHI ENTERPRISES,405,
50404,Haryana,"RTA, GURGAON",VISHAL ENTERPRISES,8,
50406,Haryana,"RTA, GURGAON",VISHWAKARMA ROAD EQUIPMENT COMPANY PVT LTD,3,
50408,Haryana,"RTA, GURGAON",VMT INDUSTRIES PVT LTD,277,
50411,Haryana,"RTA, GURGAON",VOLTAS LIMITED,110,
50420,Haryana,"RTA, GURGAON",ZELIO E-MOBILITY LTD,12,
50422,Haryana,"RTA, GURGAON",ZEOPLUS AXIS INDIA PVT. LTD.,3,
50423,Haryana,"RTA, GURGAON",ZOOM MOTORS PRIVATE LTD,71,
50424,Haryana,"RTA, HISAR",3GB TECHNOLOGY PVT LTD,4,
50428,Haryana,"RTA, HISAR",AJAX FIORI ENGINEERING PVT LTD,8,
50432,Haryana,"RTA, HISAR",A P I MOTORS PVT LTD,33,
50438,Haryana,"RTA, HISAR","ASIS ENG.WORKS, BERHAMPUR",3,
50440,Haryana,"RTA, HISAR",ATUL AUTO LTD,253,
50443,Haryana,"RTA, HISAR",AUTOLITE (INDIA) LIMITED,93,
50444,Haryana,"RTA, HISAR",AUTOMOBILE PRODUCTS OF INDIA,3,
50451,Haryana,"RTA, HISAR",BAXY LTD,24,
50452,Haryana,"RTA, HISAR",BEST WAY AGENCIES PVT LTD,30,
50473,Haryana,"RTA, HISAR",ENERGY ELECTRIC VEHICLES,30,
50478,Haryana,"RTA, HISAR",EXIDE INDUSTRIES LTD,5,
50484,Haryana,"RTA, HISAR",GLAZE EV LLP,5,
50492,Haryana,"RTA, HISAR",HYUNDAI MOTOR INDIA LTD,517,Hyundai
50499,Haryana,"RTA, HISAR",JCB INDIA LTD,168,
50504,Haryana,"RTA, HISAR",KERALA AGRO MACHINERY CORPORATION LTD,3,
50515,Haryana,"RTA, HISAR",MAC AUTO INDIA,6,
50522,Haryana,"RTA, HISAR",MAN TRUCKS INDIA PVT. LTD.,35,
50527,Haryana,"RTA, HISAR",MINI METRO EV L.L.P,52,
50528,Haryana,"RTA, HISAR",M.K. ENTERPRISES,11,
50530,Haryana,"RTA, HISAR",N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,144,
50537,Haryana,"RTA, HISAR",P.A.P.L,3,
50539,Haryana,"RTA, HISAR",PARI METRO E RICKSHAW,10,
50542,Haryana,"RTA, HISAR",PIAGGIO VEHICLES PVT LTD,774,
50546,Haryana,"RTA, HISAR",RCJ AUTO FORGE PVT LTD,4,
50547,Haryana,"RTA, HISAR",RENAULT INDIA PVT LTD,8,Renault
50559,Haryana,"RTA, HISAR",SKODA AUTO INDIA PVT LTD,6,Skoda
50562,Haryana,"RTA, HISAR",SML MAHINDRA LTD,902,Mahindra
50564,Haryana,"RTA, HISAR",SPEEGO VEHICLES CO PVT LTD,103,
50565,Haryana,"RTA, HISAR",SUN INDUSTRIES,5,
50568,Haryana,"RTA, HISAR",SWITCH MOBILITY AUTOMOTIVE LTD,75,
50571,Haryana,"RTA, HISAR",T D V LTD.,39,
50572,Haryana,"RTA, HISAR",TEREX CORPORATION,5,
50576,Haryana,"RTA, HISAR",TRATEC ENGINEERS PVT LTD,4,
50577,Haryana,"RTA, HISAR",TUFAN MOTORS PVT LTD,52,
50585,Haryana,"RTA, HISAR",VIMAL UNIVERSAL TRADE PVT LTD,8,
50586,Haryana,"RTA, HISAR",VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,4,
50591,Haryana,"RTA, HISAR",ZELIO E-MOBILITY LTD,64,
50599,Haryana,"RTA, JHAJJAR AT BAHADURGARH",ASHOK LEYLAND LTD,3747,
50601,Haryana,"RTA, JHAJJAR AT BAHADURGARH",ATTOLENT AUTO GROUP PVT LTD,157,
50604,Haryana,"RTA, JHAJJAR AT BAHADURGARH",BAJAJ TEMPO LIMITED,31,
50610,Haryana,"RTA, JHAJJAR AT BAHADURGARH",CONTINENTAL ENGINES PVT LTD,61,
50611,Haryana,"RTA, JHAJJAR AT BAHADURGARH",DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,363,
50614,Haryana,"RTA, JHAJJAR AT BAHADURGARH",DILLI ELECTRIC AUTO PVT LTD,66,
50615,Haryana,"RTA, JHAJJAR AT BAHADURGARH",ECO SMART VEHICLES PVT LTD,16,
50618,Haryana,"RTA, JHAJJAR AT BAHADURGARH",ELECTROTHERM (INDIA) LIMITED,9,
50627,Haryana,"RTA, JHAJJAR AT BAHADURGARH",G & G AUTOMOTIVE,39,
50636,Haryana,"RTA, JHAJJAR AT BAHADURGARH",HONDA CARS INDIA LTD,64,Honda
50641,Haryana,"RTA, JHAJJAR AT BAHADURGARH",JAIN POWER CORP,3,
50643,Haryana,"RTA, JHAJJAR AT BAHADURGARH",JCB INDIA LTD,409,
50647,Haryana,"RTA, JHAJJAR AT BAHADURGARH",KAPTECH INDIA,60,
50655,Haryana,"RTA, JHAJJAR AT BAHADURGARH",MAA SHAKTI EXIM PVT LTD,65,
50656,Haryana,"RTA, JHAJJAR AT BAHADURGARH",MAHINDRA ELECTRIC MOBILITY LIMITED,16,Mahindra
50671,Haryana,"RTA, JHAJJAR AT BAHADURGARH",OM RAJ AUTOTECH LLP,12,
50676,Haryana,"RTA, JHAJJAR AT BAHADURGARH",SAHNIANAND E VEHICLES PVT LTD,30,
50683,Haryana,"RTA, JHAJJAR AT BAHADURGARH",SWITCH MOBILITY AUTOMOTIVE LTD,3,
50686,Haryana,"RTA, JHAJJAR AT BAHADURGARH",TATA MOTORS PASSENGER VEHICLES LTD,3,Tata
50689,Haryana,"RTA, JHAJJAR AT BAHADURGARH",TERRA MOTORS INDIA PVT LTD,5,
50690,Haryana,"RTA, JHAJJAR AT BAHADURGARH",THUKRAL ELECTRIC BIKES PVT LTD,113,
50691,Haryana,"RTA, JHAJJAR AT BAHADURGARH",TII INDIA PVT LTD,10,
50693,Haryana,"RTA, JHAJJAR AT BAHADURGARH",TRATEC ENGINEERS PVT LTD,10,
50699,Haryana,"RTA, JHAJJAR AT BAHADURGARH",VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,699,
50701,Haryana,"RTA, JHAJJAR AT BAHADURGARH",VMT INDUSTRIES PVT LTD,5,
50703,Haryana,"RTA, JHAJJAR AT BAHADURGARH",VOLVO GROUP INDIA PVT LTD,27,Volvo
50710,Haryana,"RTA, JIND",A P I MOTORS PVT LTD,29,
50711,Haryana,"RTA, JIND",API MOTORS PVT LTD,84,
50732,Haryana,"RTA, JIND",DELTA AUTOCORP LTD,6,
50734,Haryana,"RTA, JIND",DILLI ELECTRIC AUTO PVT LTD,384,
50738,Haryana,"RTA, JIND",EICHER MOTORS LTD,538,
50740,Haryana,"RTA, JIND",E-MOTION AUTOMOTIVE INDUSTRY LLP,22,
50741,Haryana,"RTA, JIND",ESCORT JCB LTD,4,
50753,Haryana,"RTA, JIND",HONDA CARS INDIA LTD,46,Honda
50756,Haryana,"RTA, JIND",INTERNATIONAL CARS & MOTORS LTD,9,
50773,Haryana,"RTA, JIND",LOHIA AUTO INDUSTRIES,35,
50779,Haryana,"RTA, JIND",Maniram Electric Vehicle Pvt Ltd,3,
50780,Haryana,"RTA, JIND",MAN TRUCKS INDIA PVT. LTD.,5,
50781,Haryana,"RTA, JIND",MARUTI BHIWANI E AUTOMOBILES,11,Maruti
50787,Haryana,"RTA, JIND",N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,56,
50790,Haryana,"RTA, JIND",OTHERS,156,
50791,Haryana,"RTA, JIND",PARI METRO E RICKSHAW,15,
50801,Haryana,"RTA, JIND",SITARAM INDUSTRIES,25,
50812,Haryana,"RTA, JIND",TOP TEAM MACHINES PVT LTD,13,
50813,Haryana,"RTA, JIND",TOYOTA KIRLOSKAR MOTOR PVT LTD,222,Toyota
50820,Haryana,"RTA, JIND",VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,86,
50830,Haryana,"RTA, JIND",ZEOPLUS AXIS INDIA PVT. LTD.,6,
50831,Haryana,"RTA, JIND",ZOOM MOTORS PVT LTD,13,
50833,Haryana,"RTA, KAITHAL",ALTIER ELECTRIC VEHICLES PVT LTD,5,
50848,Haryana,"RTA, KAITHAL",CEEON INDIA,15,
50850,Haryana,"RTA, KAITHAL",CHAUHAN AUTO INDUSTRIES,138,
50866,Haryana,"RTA, KAITHAL",HONDA CARS INDIA LTD,27,Honda
50868,Haryana,"RTA, KAITHAL",HYUNDAI MOTOR INDIA LTD,204,Hyundai
50874,Haryana,"RTA, KAITHAL",KAYAMEL MACHINE PRIVATE LTD,10,
50875,Haryana,"RTA, KAITHAL",KERALA AUTOMOBILES LTD,48,
50882,Haryana,"RTA, KAITHAL",LIMO AUTO CARE PVT LTD,7,
50887,Haryana,"RTA, KAITHAL",MARUTI SUZUKI INDIA LTD,1776,Maruti
50899,Haryana,"RTA, KAITHAL",SAERA ELECTRIC AUTO PVT LTD,4,
50908,Haryana,"RTA, KAITHAL",STAR IGLOBAL AUTOMOTIVE PVT LTD,3,
50912,Haryana,"RTA, KAITHAL",THUKRAL ELECTRIC BIKES PVT LTD,406,
50915,Haryana,"RTA, KAITHAL",UNIQUE AUTO ELECTRIC,5,
50919,Haryana,"RTA, KAITHAL",XXPLORE AUTOMOTIVE PVT. LIMITED,36,
50920,Haryana,"RTA, KAITHAL",YC ELECTRIC VEHICLE,75,
50922,Haryana,"RTA, KARNAL",3S INDUSTRIES PRIVATE LIMITED,6,
50927,Haryana,"RTA, KARNAL",ALVI AUTO,49,
50931,Haryana,"RTA, KARNAL",A P I MOTORS PVT LTD,23,
50937,Haryana,"RTA, KARNAL",ATUL AUTO LTD,569,
50941,Haryana,"RTA, KARNAL",BAJAJ AUTO LTD,1750,
50945,Haryana,"RTA, KARNAL",BAL GOPAL WHEELS PVT LTD,13,
50947,Haryana,"RTA, KARNAL",BEST WAY AGENCIES PVT LTD,34,
50951,Haryana,"RTA, KARNAL",CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,5,
50963,Haryana,"RTA, KARNAL",DIVANSHU AUTOMOBILES LIMITED,19,
50967,Haryana,"RTA, KARNAL",EICHER MOTORS LTD,988,
50971,Haryana,"RTA, KARNAL",ESCORT JCB LTD,11,
50973,Haryana,"RTA, KARNAL",EULER MOTORS PVT LTD,3,
50975,Haryana,"RTA, KARNAL",EXTRA FAST SOLUTIONS,69,
50992,Haryana,"RTA, KARNAL",ISUZU MOTORS INDIA PVT LTD,12,Isuzu
51000,Haryana,"RTA, KARNAL",KAPTECH INDIA,151,
37501,Gujarat,JAMNAGAR,INTERGLOBE ENERGY PVT LTD,5,
37502,Gujarat,JAMNAGAR,INTERNATIONAL CARS & MOTORS LTD,385,
37503,Gujarat,JAMNAGAR,INTERNATIONAL TRACTORS LIMITED,3912,
37506,Gujarat,JAMNAGAR,JAGDISH ENGINEERING WORKS,6,
37509,Gujarat,JAMNAGAR,JAHANVI INDUSTRIES,12,
37513,Gujarat,JAMNAGAR,JAWA INDIA LTD,6,
37517,Gujarat,JAMNAGAR,JAY CHAMUNDA ENGG WORKS,9,
37520,Gujarat,JAMNAGAR,JAY KHODIYAR AGRO INDUSTRIES,101,
37526,Gujarat,JAMNAGAR,JCB INDIA LTD,879,
37537,Gujarat,JAMNAGAR,KHEDUT AGRO FABS,109,
37545,Gujarat,JAMNAGAR,KINETIC WATTS AND VOLTS LTD,73,
37569,Gujarat,JAMNAGAR,LOCAL TRAILER MANUFACTURER,1193,
37570,Gujarat,JAMNAGAR,L & T CASE EQUIPMENT PVT LTD,73,
37575,Gujarat,JAMNAGAR,MAHADEV ENGG WORKS,10,
37577,Gujarat,JAMNAGAR,MAHINDRA ELECTRIC AUTOMOBILE LTD,59,Mahindra
37581,Gujarat,JAMNAGAR,MAHINDRA & MAHINDRA LIMITED,24664,Mahindra
37587,Gujarat,JAMNAGAR,MAHINDRA VEHICLE MANUFACTURER LIMITED,3,Mahindra
37603,Gujarat,JAMNAGAR,MEERA MARKETING CO,379,
37604,Gujarat,JAMNAGAR,MEET TRAILOR,15,
37621,Gujarat,JAMNAGAR,NEW MANISH AUTO GARAGE,21,
37626,Gujarat,JAMNAGAR,ODYSSE ELECTRIC VEHICLES PVT LTD,5,
37627,Gujarat,JAMNAGAR,OKINAWA AUTOTECH PVT LTD,566,
37629,Gujarat,JAMNAGAR,OMAX ENERGY PVT. LTD.,31,
37650,Gujarat,JAMNAGAR,PREEET AGRO INDUSTRIES PVT LTD,3,
37653,Gujarat,JAMNAGAR,PREET TRACTORS PVT. LTD.,11,
37680,Gujarat,JAMNAGAR,RAVI INDUSTRIES,36,
37683,Gujarat,JAMNAGAR,REPUBLIC MOTORS,5,
37689,Gujarat,JAMNAGAR,SADGURU ASHISH CORP,4,
37696,Gujarat,JAMNAGAR,SARDAR AGRO INDUSTRIES,6,
37701,Gujarat,JAMNAGAR,"SHIV AGRO ,AGENCY",112,
37708,Gujarat,JAMNAGAR,SHREE KHODAL AGRO INDUSTRIES,22,
37710,Gujarat,JAMNAGAR,SHREE SHAKTI AUTO IND,5,
37731,Gujarat,JAMNAGAR,SKODA AUTO INDIA PVT LTD,770,Skoda
37733,Gujarat,JAMNAGAR,SML MAHINDRA LTD,95,Mahindra
37735,Gujarat,JAMNAGAR,SOMNATH AUTO GARAGE,217,
37739,Gujarat,JAMNAGAR,S S ENTERPRISE,12,
37744,Gujarat,JAMNAGAR,STAR AUTO ENGINEERING,59,
37745,Gujarat,JAMNAGAR,STAR ENGINEERING,12,
37747,Gujarat,JAMNAGAR,STELLANTIS INDIA PVT LTD,401,
37748,Gujarat,JAMNAGAR,SUPER POWER INDUSTRIES,24,
37752,Gujarat,JAMNAGAR,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,50,Tata
37758,Gujarat,JAMNAGAR,TELCO LTD,36,
37761,Gujarat,JAMNAGAR,TIL LIMITED,90,
37763,Gujarat,JAMNAGAR,TORK MOTORS PVT LTD,4,
37769,Gujarat,JAMNAGAR,TVS MOTOR COMPANY LTD,63340,
37773,Gujarat,JAMNAGAR,U.P. TELELINKS LIMITED,8,
37775,Gujarat,JAMNAGAR,VAIBHAV AUTO INDUSHRIES,1068,
37776,Gujarat,JAMNAGAR,VAIBHAV AUTO INDUSTRIES,182,
37780,Gujarat,JAMNAGAR,VE COMMERCIAL VEHICLES LTD,1027,
37782,Gujarat,JAMNAGAR,VIBGYOR  VEHICLES LIMITED,16,
37784,Gujarat,JAMNAGAR,VINAYAK INDUSTRIES,23,
37786,Gujarat,JAMNAGAR,VINFAST AUTO INDIA PVT LTD,9,
37804,Gujarat,JAMNAGAR,XUZHOU CONSTRUCTION MACHINERY MANUFACTURING (IND),4,
37805,Gujarat,JAMNAGAR,XYZ1,3,
37819,Gujarat,JUNAGADH,AKSHAR AGRO INDUSTRIES,9,
37821,Gujarat,JUNAGADH,ALAWAR AUTO IND.BABRA,5,
37823,Gujarat,JUNAGADH,AMAR INTERNATIONAL,20,
37824,Gujarat,JUNAGADH,AMBICA AGRO INDUSTRIES,26,
37825,Gujarat,JUNAGADH,AMBICA INDUSTRIES,7,
37830,Gujarat,JUNAGADH,AMW MOTORS LIMITED,108,
37831,Gujarat,JUNAGADH,ANAND AGRO IND LTD,10,
37845,Gujarat,JUNAGADH,ATHER ENERGY LTD,720,
37847,Gujarat,JUNAGADH,ATITHI AUTOMOBILE,733,
37862,Gujarat,JUNAGADH,BMW INDIA PVT LTD,90,BMW
37863,Gujarat,JUNAGADH,BSA MOTORS,58,
37864,Gujarat,JUNAGADH,B S AUTOMOBILES,177,
37866,Gujarat,JUNAGADH,CAPTAIN TRACTORS PVT. LTD.,3546,
37869,Gujarat,JUNAGADH,CATERPILLAR INDIA PRIVATE LIMITED,27,
37873,Gujarat,JUNAGADH,CHEVROLET SALES INDIA PVT LTD,65,Chevrolet
37874,Gujarat,JUNAGADH,CHIRAG AUTO INDUSTRIES,38,
37876,Gujarat,JUNAGADH,CNH INDUSTRIAL (INDIA) PVT LTD,1628,
37879,Gujarat,JUNAGADH,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,122,
37881,Gujarat,JUNAGADH,DEVANG AUTO,44,
37882,Gujarat,JUNAGADH,DEVANGI ENG..,4,
37886,Gujarat,JUNAGADH,DIPAK MANU WORKS,8,
37888,Gujarat,JUNAGADH,D K DIESELS PVT LTD,63,
37900,Gujarat,JUNAGADH,ESCORTS R&D CENTRE,70,
37912,Gujarat,JUNAGADH,GANESH AGRICULTURE WORK,3,
37913,Gujarat,JUNAGADH,GARWARE MOTORS LIMITED,3,
37916,Gujarat,JUNAGADH,GEETHA ENGINEERING WORKS,6,
37925,Gujarat,JUNAGADH,GROMAX AGRI EQUIPMENT LTD,17,
37927,Gujarat,JUNAGADH,HAKIKAT AUTO IND,23,
37934,Gujarat,JUNAGADH,HERO MOTOCORP LTD,156404,
37937,Gujarat,JUNAGADH,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,25,
37959,Gujarat,JUNAGADH,JALARAM  ENGINEERING WORKS,3,
37964,Gujarat,JUNAGADH,JAYANT IRON,6,
37965,Gujarat,JUNAGADH,JAY BHAGVATI ENGG,25,
37966,Gujarat,JUNAGADH,JAY BHAVANI TRAILOR,3,
37970,Gujarat,JUNAGADH,JAY CHAMUNDA KRUPA WELDING WORKS,3,
37972,Gujarat,JUNAGADH,JAY KHODIYAR ENGINEERING WORKS,69,
37978,Gujarat,JUNAGADH,JAY SOMNATH INDUSTRIES,79,
37979,Gujarat,JUNAGADH,JCB INDIA LIMITED,658,
37980,Gujarat,JUNAGADH,JCB INDIA LTD,397,
37995,Gujarat,JUNAGADH,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,19,
37997,Gujarat,JUNAGADH,KIRAN INDUSTRIES,38,
38000,Gujarat,JUNAGADH,KISHAN AGRO INDUSTRIES,242,
38002,Gujarat,JUNAGADH,KISMAT AUTO IND,7,
38007,Gujarat,JUNAGADH,KRISHNA ENGINEERING WORKS,3,
38020,Gujarat,JUNAGADH,MADHAV AGRO INDUSTRIES RAJKOT,132,
38023,Gujarat,JUNAGADH,MAHALAKSHMI INDUSTRIES,35,
38040,Gujarat,JUNAGADH,MAN TRUCKS INDIA PVT. LTD.,21,
38046,Gujarat,JUNAGADH,MASSEY FERGUSON LTD,255,
38053,Gujarat,JUNAGADH,MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),8,
38059,Gujarat,JUNAGADH,NATIONAL AGRO.,6,
38063,Gujarat,JUNAGADH,NEW BHVANI AGRO INDUSTR,55,
38064,Gujarat,JUNAGADH,NEW CHAMUNDA WELDING WORKS,4,
38070,Gujarat,JUNAGADH,NILKANTH AGRO INDUSTRIES,10,
38076,Gujarat,JUNAGADH,OM INDUSTRIES,7,
38079,Gujarat,JUNAGADH,PAL PEUGEOT LTD,3,
38081,Gujarat,JUNAGADH,PANESAR AGRICULTURE INDUSTRIES,4,
38089,Gujarat,JUNAGADH,P M DIESELS PVT LTD,83,
38095,Gujarat,JUNAGADH,PREMIER LTD,7,
38097,Gujarat,JUNAGADH,PUNJAB TRACTORS LIMITED,147,
38100,Gujarat,JUNAGADH,RAGHAV TRACTOR,12,
38102,Gujarat,JUNAGADH,RAHUL AUTO,53,
38107,Gujarat,JUNAGADH,RAJESH STEEL AND WIRE INDUSTRIES,5,
38116,Gujarat,JUNAGADH,RAVIRAJ AGRO INDUSTRIES,205,
38120,Gujarat,JUNAGADH,ROYAL INDUSTRIES RAJKOT,150,
38122,Gujarat,JUNAGADH,RUDRA AUTO INDUSTRIES,77,
38124,Gujarat,JUNAGADH,SAGAR AGRO INDUSTRIES,159,
38140,Gujarat,JUNAGADH,SHAKTI ENGINEERING WORK,5,
38153,Gujarat,JUNAGADH,SHREE SHYAM AGROTECH,21,
38162,Gujarat,JUNAGADH,SHRI RAM DIESEALS PVT LTD,21,
38163,Gujarat,JUNAGADH,SHRI RAM DIESEL P LTD.,68,
38164,Gujarat,JUNAGADH,SHRI RAM ENGINEERING WORKS,12,
38167,Gujarat,JUNAGADH,SHRI SHYAM DIESEL PVT LTD,47,
38168,Gujarat,JUNAGADH,SHRI SHYAM ENGG WORKS,12,
38172,Gujarat,JUNAGADH,SHUBHLAXMI AGRO IND.,3,
38173,Gujarat,JUNAGADH,SHYAM DIESELS PVT LTD,417,
38174,Gujarat,JUNAGADH,SHYAM ENGG WORKS,39,
38176,Gujarat,JUNAGADH,SITARAM ENGINEERING WORKS,43,
38182,Gujarat,JUNAGADH,SOMNATH AGRO INDUSTRIES,34,
38187,Gujarat,JUNAGADH,STANDARD CORPORATION INDIA LTD,4,
38194,Gujarat,JUNAGADH,STAR IGLOBAL AUTOMOTIVE PVT LTD,6,
38222,Gujarat,JUNAGADH,UNIPAVE ENGINEERING PRODUCTS,5,
38224,Gujarat,JUNAGADH,VAGHESHWARI FABRICATION,20,
38230,Gujarat,JUNAGADH,VE COMMERCIAL VEHICLES LTD,529,
38237,Gujarat,JUNAGADH,VISHVAS TRACTORS LTD.,5,
38240,Gujarat,JUNAGADH,VISHWAS INDUSTRIES,139,
38241,Gujarat,JUNAGADH,VOLKSWAGEN INDIA PVT LTD,856,Volkswagen
38259,Gujarat,KACHCHH,ALL TERRAIN CRANE,39,
38270,Gujarat,KACHCHH,AMW MOTORS LIMITED,859,
38271,Gujarat,KACHCHH,A ONE AUTO INDUSTRIES,3,
38278,Gujarat,KACHCHH,ATHER ENERGY LTD,372,
38282,Gujarat,KACHCHH,BAJAJ AUTO LTD,75637,
38283,Gujarat,KACHCHH,BAJAJ TEMPO LIMITED,283,
38284,Gujarat,KACHCHH,BAJRANG AGRO INDUSTRIES,27,
38287,Gujarat,KACHCHH,BATTRE ELECTRIC MOBLITY PVT LTD,41,
38295,Gujarat,KACHCHH,BHARAT MOTORS,4,
38299,Gujarat,KACHCHH,B S AUTOMOBILES,6,
38305,Gujarat,KACHCHH,CASE EQUIPMENT PRIVATE LTD,6,
38308,Gujarat,KACHCHH,CHEVROLET SALES INDIA PVT LTD,1130,Chevrolet
38315,Gujarat,KACHCHH,DABASIYA LOADERS,12,
38339,Gujarat,KACHCHH,ENGTIAN ELECTRIC BIKE PVT LTD,4,
38347,Gujarat,KACHCHH,ESCORTS TRACTORS LTD,23,
38358,Gujarat,KACHCHH,GAYTRI AGRO INDUSTRIES,23,
38364,Gujarat,KACHCHH,GIRIRAJ TRACTORS,20,
38365,Gujarat,KACHCHH,GLOBAL AUTOMOBILES PVT LTD,15,
38371,Gujarat,KACHCHH,GOREEN E-MOBILITY PVT LTD,56,
38386,Gujarat,KACHCHH,HERO ELECTRIC VEHICLE PVT LTD,8,
38390,Gujarat,KACHCHH,HINDUSTAN AGRO IND,4,
38392,Gujarat,KACHCHH,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,16,
38394,Gujarat,KACHCHH,HMT LIMITED,461,
38395,Gujarat,KACHCHH,HOLLAND TRACTORS PVT LTD,6,
38399,Gujarat,KACHCHH,HYSTER FORKLIFT,3,
38408,Gujarat,KACHCHH,INDUS ELECTROTHERM INDIA LTD,18,
38411,Gujarat,KACHCHH,INTERNATIONAL CARS & MOTORS LTD,1873,
38412,Gujarat,KACHCHH,INTERNATIONAL TRACTORS LIMITED,3934,
38414,Gujarat,KACHCHH,IVOOMI INNOVATION PVT LTD,19,
38420,Gujarat,KACHCHH,JAY AMBE AGRICULTURE,4,
38421,Gujarat,KACHCHH,JAY BAJRANG ENGG.WORKS,5,
38422,Gujarat,KACHCHH,JAY BHAGWATI AGRO INDUSTRIES,952,
38432,Gujarat,KACHCHH,JIANGSU XINRI (IMPORTER: ECO FUEL SYSTEMS LTD),5,
38434,Gujarat,KACHCHH,JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),51,
38440,Gujarat,KACHCHH,KALMER INDUSTRIES,28,
38445,Gujarat,KACHCHH,KARTAR AGRO INDUSTRIES PVT LTD,27,
38446,Gujarat,KACHCHH,KARTAR TRACTORS PRIVATE LIMITED,25,
38455,Gujarat,KACHCHH,KISHAN AGRO INDUSTRIES,47,
38456,Gujarat,KACHCHH,KISHAN INDUSTRIES,9,
38461,Gujarat,KACHCHH,KOTHARI AGRO,11,
38462,Gujarat,KACHCHH,KRISHNA AGRO ENGI,3,
38464,Gujarat,KACHCHH,KRUPPA  PVT LTD,8,
38467,Gujarat,KACHCHH,LAXMI ENGINEERING WORKS,42,
38468,Gujarat,KACHCHH,LEEBOY INDIA CONSTRUCTION EQUIPMENT PVT.LTD.,8,
38470,Gujarat,KACHCHH,LIEBHERR INDIA PVT LTD,6,
38472,Gujarat,KACHCHH,LIUGONG IND PVT LTD,18,
38474,Gujarat,KACHCHH,LOCAL TRAILER MANUFACTURER,169,
38483,Gujarat,KACHCHH,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),4577,Mahindra
38489,Gujarat,KACHCHH,MAJESTIC AUTO LTD,7,
38498,Gujarat,KACHCHH,MASSEY FERGUSON LTD,6,
38499,Gujarat,KACHCHH,MAYUR AGRO INDUSTRIES,178,
38509,Gujarat,KACHCHH,NAMORI AUTO GARAGE,3,
38512,Gujarat,KACHCHH,NEW AMAN TRAILER WORKS,4,
38515,Gujarat,KACHCHH,NEW INDIA TRAILER,99,
38523,Gujarat,KACHCHH,OMKAR  INDUSTRIES,14,
38524,Gujarat,KACHCHH,OPG Mobility and Power Pvt Ltd,23,
38528,Gujarat,KACHCHH,PANCHANATH AUTO PVT LTD,23,
38531,Gujarat,KACHCHH,PARTH AGRO INDUSTRIES,5,
38536,Gujarat,KACHCHH,PORSCHE AG,4,
38538,Gujarat,KACHCHH,PRABHAT AGRO IND.,94,
38543,Gujarat,KACHCHH,PREMIER LTD,14,
38547,Gujarat,KACHCHH,PUNJAB TRACTORS LIMITED,2044,
38564,Gujarat,KACHCHH,REVOLT INTELLICORP PVT LTD,116,
38571,Gujarat,KACHCHH,SAINATH AGRO IND,47,
38575,Gujarat,KACHCHH,SANY HEAVY INDUSTRY INDIA PVT LTD,32,
