id,state,rto,maker,count,car_brand_match
2205,Andhra Pradesh,Dharamavaram unit office,VE COMMERCIAL VEHICLES LTD,5,
53310,Haryana,SDM KALANWALI,NEW GURDIAL AGRO INDUSTRIES PVT LTD,3,
84859,Kerala,IRITTY SRTO,IDEAL JAWA INDIA PVT LTD,3,
140878,Rajasthan,JODHPUR RTO,EYAMAUTO MOBILITY PVT LTD,3,
188823,Uttar Pradesh,BASTI RTO,TEREX CORPORATION,3,
175505,Telangana,RTA JAYASHANKAR,JAGUAR LAND ROVER LIMITED UK,3,
68110,Karnataka,BENGALURU NORTH  RTO,QUANTUM ENERGY LTD.,3,
131780,Punjab,RTO SANGRUR,SAGGU AGRO INDUSTRIES (REGD),3,
127989,Punjab,RTO FATEHGARH SAHIB,VIKAS AGRO INDUSTRIES,3,
160249,Tamil Nadu,ODDANCHATRAM  UO,ESCORTS LTD,3,
5,Andaman & Nicobar Island,Port Blair DTO,ANDAVAR INDUSTRIES            ,14,
9,Andaman & Nicobar Island,Port Blair DTO,AUTOMOBILE PRODUCTS OF INDIA,13,
13,Andaman & Nicobar Island,Port Blair DTO,BAJAJ TEMPO LIMITED,7,
21,Andaman & Nicobar Island,Port Blair DTO,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,72,
40,Andaman & Nicobar Island,Port Blair DTO,HINDUSTAN MOTOR CORPORATION,3,
45,Andaman & Nicobar Island,Port Blair DTO,HYUNDAI MOTOR INDIA LTD,6466,Hyundai
51,Andaman & Nicobar Island,Port Blair DTO,JAGUAR LAND ROVER INDIA LIMITED,4,
63,Andaman & Nicobar Island,Port Blair DTO,L & T CASE EQUIPMENT PVT LTD,4,
64,Andaman & Nicobar Island,Port Blair DTO,MAC AUTO INDIA,29,
75,Andaman & Nicobar Island,Port Blair DTO,MERCEDES-BENZ INDIA PVT LTD,24,Mercedes-Benz
78,Andaman & Nicobar Island,Port Blair DTO,M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,4,
80,Andaman & Nicobar Island,Port Blair DTO,OTHERS,272,
86,Andaman & Nicobar Island,Port Blair DTO,SCOOTERS INDIA LTD,26,
94,Andaman & Nicobar Island,Port Blair DTO,TATA HITACHI MACHINERY CONSTRUCTION LIMITED,11,Tata
96,Andaman & Nicobar Island,Port Blair DTO,TATA MOTORS PASSENGER VEHICLES LTD,1624,Tata
105,Andaman & Nicobar Island,Port Blair DTO,VOLVO CE INDIA PRIVATE LIMITED,8,Volvo
108,Andhra Pradesh,Adoni RTO,ADICO ESCORTS AGRI EQUIPMENTS PVT. LTD.,4,
111,Andhra Pradesh,Adoni RTO,AMPERE VEHICLES PRIVATE LIMITED,17,
112,Andhra Pradesh,Adoni RTO,ASHOK LEYLAND LTD,1223,
113,Andhra Pradesh,Adoni RTO,ATHER ENERGY LTD,181,
120,Andhra Pradesh,Adoni RTO,CAPTAIN TRACTORS PVT. LTD.,8,
124,Andhra Pradesh,Adoni RTO,CLASSIC LEGENDS PVT LTD,40,
126,Andhra Pradesh,Adoni RTO,DAEWOO MOTORS INDIA LTD,10,
127,Andhra Pradesh,Adoni RTO,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,10,
132,Andhra Pradesh,Adoni RTO,ESCORTS CONSTRUCTION EQUIPMENT LTD,313,
136,Andhra Pradesh,Adoni RTO,FORCE MOTORS LIMITED,270,
140,Andhra Pradesh,Adoni RTO,GROMAX AGRI EQUIPMENT LTD,14,
147,Andhra Pradesh,Adoni RTO,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,24,
148,Andhra Pradesh,Adoni RTO,HONDA CARS INDIA LTD,256,Honda
149,Andhra Pradesh,Adoni RTO,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,30905,Honda
157,Andhra Pradesh,Adoni RTO,JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),4,
164,Andhra Pradesh,Adoni RTO,KLB KOMAKI PVT LTD,3,
168,Andhra Pradesh,Adoni RTO,LOHIA AUTO INDUSTRIES LTD.,7,
171,Andhra Pradesh,Adoni RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,6,Mahindra
179,Andhra Pradesh,Adoni RTO,MARUTI TRAILERS,3,Maruti
181,Andhra Pradesh,Adoni RTO,MERCEDES-BENZ INDIA PVT LTD,6,Mercedes-Benz
186,Andhra Pradesh,Adoni RTO,M/S SREEVANI INDUSTRIES AP28884333,3,
187,Andhra Pradesh,Adoni RTO,M/S S. SHAREEF ENGINEERING WORK SHOP AP117790841,7,
188,Andhra Pradesh,Adoni RTO,M/S S.V.RAJ ENGINEERING WORKS AP118213269,29,
197,Andhra Pradesh,Adoni RTO,OTHERS,38402,
208,Andhra Pradesh,Adoni RTO,REVOLT INTELLICORP PVT LTD,7,
214,Andhra Pradesh,Adoni RTO,SHIVA GAYATRI ENGG WORKS,11,
216,Andhra Pradesh,Adoni RTO,SHRI ANJANEYA TRAILORS,12,
219,Andhra Pradesh,Adoni RTO,SKODA AUTO INDIA PVT LTD,21,Skoda
235,Andhra Pradesh,Adoni RTO,TI CLEAN MOBILITY PVT LTD,6,
241,Andhra Pradesh,Adoni RTO,V.S.T. TILLERS TRACTORS LIMITED,49,
244,Andhra Pradesh,Amalapuram RTA,AJAX ENGINEERING LTD,3,
247,Andhra Pradesh,Amalapuram RTA,A K S ENG AGRO INDUSTRIES,6,
250,Andhra Pradesh,Amalapuram RTA,ATHER ENERGY LTD,262,
251,Andhra Pradesh,Amalapuram RTA,ATUL AUTO LTD,98,
262,Andhra Pradesh,Amalapuram RTA,BOUNCE ELECTRIC 1 PVT LTD,10,
284,Andhra Pradesh,Amalapuram RTA,GANESH ENGINEERING WORKS AP118063632,3,
288,Andhra Pradesh,Amalapuram RTA,GREAVES ELECTRIC MOBILITY LTD,26,
299,Andhra Pradesh,Amalapuram RTA,INDIA KAWASAKI MOTORS PVT LTD,8,
305,Andhra Pradesh,Amalapuram RTA,INTERNATIONAL TRACTORS LIMITED,99,
306,Andhra Pradesh,Amalapuram RTA,ISUZU MOTORS INDIA PVT LTD,23,Isuzu
309,Andhra Pradesh,Amalapuram RTA,JAYA LAKSHMI ENGINEERING WORKS AP105380085,18,
318,Andhra Pradesh,Amalapuram RTA,KINETIC MOTOR COMPANY LIMITED,130,
319,Andhra Pradesh,Amalapuram RTA,KLB KOMAKI PVT LTD,3,
325,Andhra Pradesh,Amalapuram RTA,MAHALAKSHMI INDUSTRIES,10,
329,Andhra Pradesh,Amalapuram RTA,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),16,Mahindra
340,Andhra Pradesh,Amalapuram RTA,MLR MOTORS PVT LTD,42,
341,Andhra Pradesh,Amalapuram RTA,MODERN FARM INDUSTRIES,3,
342,Andhra Pradesh,Amalapuram RTA,MODERN INDUSTRIES,21,
343,Andhra Pradesh,Amalapuram RTA,MODERN WELDINGS WORKS,220,
345,Andhra Pradesh,Amalapuram RTA,M/SJAIGURUSAISUGUNAENGINEERINGWORKSAP213033195,3,
351,Andhra Pradesh,Amalapuram RTA,NEW MALLIKARJUNA ENG WORKS,6,
358,Andhra Pradesh,Amalapuram RTA,PIAGGIO VEHICLES PVT LTD,12792,
361,Andhra Pradesh,Amalapuram RTA,PREMIER LTD,13,
365,Andhra Pradesh,Amalapuram RTA,RAFI  AGRO PRODUCTS,6,
380,Andhra Pradesh,Amalapuram RTA,SHRI LAKSHMI INDUSTRIES,7,
381,Andhra Pradesh,Amalapuram RTA,SHRI LAXMI ENGINEERING WORKS,1137,
383,Andhra Pradesh,Amalapuram RTA,SHRI RAMA ENGINEERING,3,
386,Andhra Pradesh,Amalapuram RTA,SHRI SAI ENGG WORKS,10,
394,Andhra Pradesh,Amalapuram RTA,SHRI VENKATESHWAR AGRO INDUSTRIES,9,
404,Andhra Pradesh,Amalapuram RTA,SRI SATYA AGRO INDUSTRIES AP105441870,3,
407,Andhra Pradesh,Amalapuram RTA,STANDARD CORPORATION INDIA LTD,9,
412,Andhra Pradesh,Amalapuram RTA,SURYA INDUSTRIES,15,
419,Andhra Pradesh,Amalapuram RTA,TATA PASSENGER ELECTRIC MOBILITY LTD,75,Tata
422,Andhra Pradesh,Amalapuram RTA,TOYOTA KIRLOSKAR MOTOR PVT LTD,663,Toyota
424,Andhra Pradesh,Amalapuram RTA,VE COMMERCIAL VEHICLES LTD,734,
428,Andhra Pradesh,Amalapuram RTA,VINFAST AUTO INDIA PVT LTD,5,
434,Andhra Pradesh,Amalapuram RTA,WIRTGEN INDIA PVT LTD,6,
441,Andhra Pradesh,Anakapalli RTA,AMPERE VEHICLES PRIVATE LIMITED,103,
444,Andhra Pradesh,Anakapalli RTA,ATHER ENERGY LTD,1083,
445,Andhra Pradesh,Anakapalli RTA,ATUL AUTO LTD,131,
451,Andhra Pradesh,Anakapalli RTA,BAXY LTD,13,
461,Andhra Pradesh,Anakapalli RTA,CLASSIC LEGENDS PVT LTD,146,
463,Andhra Pradesh,Anakapalli RTA,DAEWOO MOTORS INDIA LTD,39,
471,Andhra Pradesh,Anakapalli RTA,EICHER TRACTORS,153,
472,Andhra Pradesh,Anakapalli RTA,EKO VEHICLE PRIVATE LIMITED,8,
491,Andhra Pradesh,Anakapalli RTA,HERO HONDA MOTORS  LTD,54556,Honda
493,Andhra Pradesh,Anakapalli RTA,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,220,
494,Andhra Pradesh,Anakapalli RTA,HMT LIMITED,46,
497,Andhra Pradesh,Anakapalli RTA,HYUNDAI MOTOR INDIA LTD,3972,Hyundai
18516,Bihar,CHAPARA,AMO MOBILITY SOLUTIONS PVT LTD,10,
18518,Bihar,CHAPARA,ANJALI TRADERS,64,
18521,Bihar,CHAPARA,ASHOK LEYLAND LTD,511,
18522,Bihar,CHAPARA,ATHER ENERGY LTD,57,
18530,Bihar,CHAPARA,BAJAJ TEMPO LIMITED,133,
18531,Bihar,CHAPARA,BALAWAN TRACTORS LTD,4,
18532,Bihar,CHAPARA,BAXY LTD,44,
18533,Bihar,CHAPARA,BEST WAY AGENCIES PVT LTD,49,
18534,Bihar,CHAPARA,BMW INDIA PVT LTD,6,BMW
18538,Bihar,CHAPARA,CHAMPION POLY PLAST,963,
18539,Bihar,CHAPARA,CHEVROLET SALES INDIA PVT LTD,14,Chevrolet
18540,Bihar,CHAPARA,CLASSIC LEGENDS PVT LTD,15,
18545,Bihar,CHAPARA,DE EUSI MOTORS PVT LTD.,37,
18556,Bihar,CHAPARA,EICHER TRACTORS,843,
18559,Bihar,CHAPARA,ENTICE IMPEX PVT LTD,26,
18564,Bihar,CHAPARA,ESCORTS R&D CENTRE,9,
18570,Bihar,CHAPARA,GAYATRI ELECTRIC VEHICLES PVT LTD,7,
18572,Bihar,CHAPARA,GKON ELECTRIC MOTOR VEHICLES PVT LTD,47,
18578,Bihar,CHAPARA,GREAVES ELECTRIC MOBILITY LTD,92,
18579,Bihar,CHAPARA,GREENFIT INDUSTRIES LLP,4,
18581,Bihar,CHAPARA,GREEN VALLEY MOTORS,9,
18590,Bihar,CHAPARA,HONDA CARS INDIA LTD,71,Honda
18591,Bihar,CHAPARA,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,57327,Honda
18593,Bihar,CHAPARA,HYUNDAI MOTOR INDIA LTD,673,Hyundai
18598,Bihar,CHAPARA,INTERGLOBE ENERGY PVT LTD,24,
18607,Bihar,CHAPARA,JMT VEHICLES PVT LTD,309,
18609,Bihar,CHAPARA,J. S. AUTO (P) LTD,4391,
18618,Bihar,CHAPARA,KRISHNA ENGINEERING WORKS,5,
18619,Bihar,CHAPARA,K.S. AGRICULTURAL INDUSTRIES PVT. LTD,3,
18625,Bihar,CHAPARA,LOHIA AUTO INDUSTRIES,18,
18643,Bihar,CHAPARA,MLR AUTO LTD,15,
18647,Bihar,CHAPARA,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,13,
18649,Bihar,CHAPARA,NEW DEVE AGRO WORKS,3,
18659,Bihar,CHAPARA,OM INDUSTRIES,32,
18660,Bihar,CHAPARA,OPG Mobility and Power Pvt Ltd,27,
18663,Bihar,CHAPARA,PANCHNATH AUTO PVT.LTD.,6,
18664,Bihar,CHAPARA,PARAS INDUSTRIES,3,
18680,Bihar,CHAPARA,SAHNIANAND E VEHICLES PVT LTD,16,
18686,Bihar,CHAPARA,SHRI NAMO ELECTRIC AUTOMOTIVE,11,
18691,Bihar,CHAPARA,SML MAHINDRA LTD,119,Mahindra
18692,Bihar,CHAPARA,SONALIKA INTERNATIONAL TRACTORS LIMITED,9,
18693,Bihar,CHAPARA,STANDARD CORPORATION INDIA LTD,8,
18694,Bihar,CHAPARA,STELLANTIS INDIA PVT LTD,6,
18697,Bihar,CHAPARA,SUPREME SALES AGENCY,5,
18698,Bihar,CHAPARA,SUZUKI MOTORCYCLE INDIA PVT LTD,635,Maruti
18704,Bihar,CHAPARA,TATA MOTORS PASSENGER VEHICLES LTD,899,Tata
18707,Bihar,CHAPARA,TELCO LTD,8,
18708,Bihar,CHAPARA,TERRA MOTORS INDIA PVT LTD,708,
18714,Bihar,CHAPARA,TUFAN MOTORS PVT LTD,4,
18715,Bihar,CHAPARA,T U K INDUSTRIES,31,
18716,Bihar,CHAPARA,TVS MOTOR COMPANY LTD,66115,
18723,Bihar,CHAPARA,VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,39,
18736,Bihar,DARBHANGA,AJAX ENGINEERING LTD,15,
18737,Bihar,DARBHANGA,A.J ENTERPRISES,48,
18749,Bihar,DARBHANGA,ATUT SANGAM,14,
18750,Bihar,DARBHANGA,AVL ELECTRIC VEHICLES PVT LTD,30,
18762,Bihar,DARBHANGA,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,10,
18769,Bihar,DARBHANGA,CNH INDUSTRIAL (INDIA) PVT LTD,714,
18771,Bihar,DARBHANGA,DAKSH INDUSTRY PVT LTD,45,
18777,Bihar,DARBHANGA,DURGA ENGINEERING WORKS,3,
18786,Bihar,DARBHANGA,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2823,
18787,Bihar,DARBHANGA,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),68,
18792,Bihar,DARBHANGA,"FARMER TRACTOR, METODA G.I.D.C.",18,
18800,Bihar,DARBHANGA,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,38,
18803,Bihar,DARBHANGA,GREAVES ELECTRIC MOBILITY LTD,336,
18807,Bihar,DARBHANGA,HERO ELECTRIC VEHICLE PVT LTD,4,
18809,Bihar,DARBHANGA,HERO HONDA MOTORS  LTD,13952,Honda
18819,Bihar,DARBHANGA,INDIA KAWASAKI MOTORS PVT LTD,6,
18820,Bihar,DARBHANGA,INDIA YAMAHA MOTOR PVT LTD,14120,
18822,Bihar,DARBHANGA,INS AUTOMOBILES PVT LTD,19,
18836,Bihar,DARBHANGA,KARANTI AUTOMOBILES LTD,44,
18840,Bihar,DARBHANGA,KHALSAE-VEHICLES PVT LTD,87,
18843,Bihar,DARBHANGA,KIRTI SOLAR LTD,5,
18863,Bihar,DARBHANGA,MAHINDRA LAST MILE MOBILITY LTD,2364,Mahindra
18870,Bihar,DARBHANGA,MARUTI INDUSTRIES,8,Maruti
18873,Bihar,DARBHANGA,MERCEDES-BENZ INDIA PVT LTD,4,Mercedes-Benz
18888,Bihar,DARBHANGA,PASHUPATI VEHICLE PVT. LTD.,8,
18890,Bihar,DARBHANGA,PINNACLE MOBILITY SOLUTIONS PVT LTD,3,
18891,Bihar,DARBHANGA,PLAUDIT TECHNO INDIA PVT LTD,8,Audi
18894,Bihar,DARBHANGA,PUBANG ETRON ELECTRIC MOTOR PVT LTD,34,
18898,Bihar,DARBHANGA,PYTHOX MOTORS PVT LTD,17,
18900,Bihar,DARBHANGA,RAM JANKI ENG. WORK,21,
18909,Bihar,DARBHANGA,SAERA ELECTRIC AUTO PVT LTD,1069,
18913,Bihar,DARBHANGA,SHANKAR ENG WORKS,63,
18916,Bihar,DARBHANGA,SHARMA-SHARMA ENGN WORKS,50,
18925,Bihar,DARBHANGA,S. K. TRAILER,6,
18934,Bihar,DARBHANGA,SUDHIR ENG WORKS,40,
18938,Bihar,DARBHANGA,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,12,Tata
18944,Bihar,DARBHANGA,TERRA MOTORS INDIA PVT LTD,651,
18945,Bihar,DARBHANGA,THUKRAL ELECTRIC BIKES PVT LTD,156,
18953,Bihar,DARBHANGA,UNIQUE INTERNATIONAL EV PVT LTD,4,
18959,Bihar,DARBHANGA,VIMAL UNIVERSAL TRADE PVT LTD,19,
18962,Bihar,DARBHANGA,V.S.T. TILLERS TRACTORS LIMITED,13,
18969,Bihar,GAYA,3S INDUSTRIES PRIVATE LIMITED,11,
18983,Bihar,GAYA,AMIT ENGINEERING WORKS,279,
18993,Bihar,GAYA,ASHMA-MOTORS PVT LTD,101,
18995,Bihar,GAYA,ATHER ENERGY LTD,1131,
18998,Bihar,GAYA,ATUT SANGAM,23,
19008,Bihar,GAYA,BHM AUTOMOTIVES PVT LTD,133,
19026,Bihar,GAYA,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,95,
19038,Bihar,GAYA,ELGI EQUIPMENTS LTD           ,3,
19052,Bihar,GAYA,GANESH AGRO INDUSTRIES,239,
19053,Bihar,GAYA,GAURI AUTO INDIA PVT. LTD,3,
19054,Bihar,GAYA,GAYATRI ELECTRIC VEHICLES PVT LTD,82,
19057,Bihar,GAYA,G.K. RICKSHAW LTD,84,
19073,Bihar,GAYA,HOTAGE INDIA,434,
19077,Bihar,GAYA,INDIAN MOTORS,8,
19078,Bihar,GAYA,INDIA YAMAHA MOTOR PVT LTD,14347,
19092,Bihar,GAYA,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),3,
19107,Bihar,GAYA,KISHAN INDUSTRIES,50,
19111,Bihar,GAYA,KUKU AUTOMOTIVES,10,
19118,Bihar,GAYA,LOHIA AUTO INDUSTRIES,60,
19127,Bihar,GAYA,MAHINDRA ELECTRIC MOBILITY LIMITED,147,Mahindra
19138,Bihar,GAYA,MAJESTIC AUTO LTD,3,
19141,Bihar,GAYA,MANKU AGRO TECH PVT LTD,8,
19143,Bihar,GAYA,MARUTI SUZUKI INDIA LTD,18037,Maruti
19150,Bihar,GAYA,MLR AUTO LTD,83,
19155,Bihar,GAYA,NHD MOTORS,20,
19171,Bihar,GAYA,PREET TRACTORS PVT. LTD.,24,
19175,Bihar,GAYA,QUANTUM ENERGY LTD.,247,
19179,Bihar,GAYA,RANGE AUTOMOBILES PVT LTD,5,
19196,Bihar,GAYA,SGLLINE MOTORS PVT LTD,5,
19200,Bihar,GAYA,SHIVAJI AGRO INDUSTRIES,24,
19203,Bihar,GAYA,SHRIRAJ ELECTRIC VEHICLES,169,
19205,Bihar,GAYA,SIWACH STEEL PVT LTD,21,
19206,Bihar,GAYA,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,145,Volkswagen
19207,Bihar,GAYA,SKS TRADE INDIA PVT LTD,163,
19211,Bihar,GAYA,SONU ENG WORKS,52,
19214,Bihar,GAYA,STANDARD CORPORATION INDIA LTD,31,
19221,Bihar,GAYA,TAFE LIMITED,2118,
19224,Bihar,GAYA,TATA MOTORS LTD,23217,Tata
19232,Bihar,GAYA,TOP TEAM MACHINES PVT LTD,98,
19239,Bihar,GAYA,UNITED TRANSMOVERS PVT LTD,12,
19241,Bihar,GAYA,VANI ELECTRIC VEHICLES PVT LTD,1731,
19244,Bihar,GAYA,VIBGYOR  VEHICLES LIMITED,5,
19248,Bihar,GAYA,VOLVO CE INDIA PRIVATE LIMITED,3,Volvo
19249,Bihar,GAYA,VOLVO GROUP INDIA PVT LTD,6,Volvo
19253,Bihar,GAYA,WASAN E-MOBILITY SOLUTIONS PVT LTD,10,
19254,Bihar,GAYA,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),18,
19259,Bihar,GAYA,ZEOPLUS AXIS INDIA PVT. LTD.,243,
19263,Bihar,GOPALGANJ,ACTION CONSTRUCTION EQUIPMENT LTD.,68,
19264,Bihar,GOPALGANJ,ADICO ESCORTS AGRI EQUIPMENTS PVT. LTD.,23,
19267,Bihar,GOPALGANJ,AJAX ENGINEERING LTD,18,
19279,Bihar,GOPALGANJ,API MOTORS PVT LTD,90,
19285,Bihar,GOPALGANJ,ATUL AUTO LTD,74,
19290,Bihar,GOPALGANJ,BAJAJ AUTO LTD,39641,
19293,Bihar,GOPALGANJ,BEST WAY AGENCIES PVT LTD,80,
19294,Bihar,GOPALGANJ,BIBHU MOTORS INDIA PVT LTD,21,
19299,Bihar,GOPALGANJ,CASE EQUIPMENT PRIVATE LTD,11,
19309,Bihar,GOPALGANJ,CONTINENTAL ENGINES PVT LTD,114,
19310,Bihar,GOPALGANJ,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,152,
19316,Bihar,GOPALGANJ,DURGA ENGINEERING WORKS,4,
19318,Bihar,GOPALGANJ,ECO SMART VEHICLES PVT LTD,30,
19326,Bihar,GOPALGANJ,ESCORTS R&D CENTRE,3,
19330,Bihar,GOPALGANJ,FORCE MOTORS LIMITED,71,
19331,Bihar,GOPALGANJ,FORD INDIA PVT LTD,46,Ford
19334,Bihar,GOPALGANJ,GKON ELECTRIC MOTOR VEHICLES PVT LTD,12,
19335,Bihar,GOPALGANJ,G.K. RICKSHAW LTD,275,
19336,Bihar,GOPALGANJ,GOEL TEMPO PRIVATE LIMITED,5,
19338,Bihar,GOPALGANJ,GOPAL AUTO MOTORS PVT LTD,129,
19347,Bihar,GOPALGANJ,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,3,
19348,Bihar,GOPALGANJ,HMT LIMITED,18,
19349,Bihar,GOPALGANJ,HONDA CARS INDIA LTD,73,Honda
19353,Bihar,GOPALGANJ,HUNDAL INDUSTRIES,12,
19364,Bihar,GOPALGANJ,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),96,
19372,Bihar,GOPALGANJ,KIA INDIA PRIVATE LIMITED,266,Kia
19373,Bihar,GOPALGANJ,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,151,
19375,Bihar,GOPALGANJ,KLB KOMAKI PVT LTD,19,
19381,Bihar,GOPALGANJ,KUKU AUTOMOTIVES,6,
19386,Bihar,GOPALGANJ,LOTIA  MOTORS  LTD,16,
19387,Bihar,GOPALGANJ,L & T CASE EQUIPMENT PVT LTD,3,
19402,Bihar,GOPALGANJ,MARUTI SUZUKI INDIA LTD,6824,Maruti
19404,Bihar,GOPALGANJ,M G INDUSTRIES,35,
19411,Bihar,GOPALGANJ,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,70,
19412,Bihar,GOPALGANJ,NARAIN KRISHI ENGINEERING,17,
19413,Bihar,GOPALGANJ,NEW ARCANA INDIA,259,
19414,Bihar,GOPALGANJ,NIC TEST ACCOUNT-1,48,
19415,Bihar,GOPALGANJ,NISSAN MOTOR INDIA PVT LTD,71,Nissan
19417,Bihar,GOPALGANJ,OKINAWA AUTOTECH PVT LTD,30,
19420,Bihar,GOPALGANJ,OM INDUSTRIES,7,
19428,Bihar,GOPALGANJ,PREET TRACTORS PVT. LTD.,18,
19432,Bihar,GOPALGANJ,PYTHOX MOTORS PVT LTD,59,
19433,Bihar,GOPALGANJ,RASANDIK ENGINEERING,34,
19446,Bihar,GOPALGANJ,SIX SENSES AUTOMOTIVE PVT LTD,21,
19451,Bihar,GOPALGANJ,STANDARD COMBINES PVT LTD,8,
19452,Bihar,GOPALGANJ,STAR IGLOBAL AUTOMOTIVE PVT LTD,36,
19455,Bihar,GOPALGANJ,SUPERTECH EV LIMITED,60,
19465,Bihar,GOPALGANJ,TERRA MOTORS INDIA PVT LTD,326,
19475,Bihar,GOPALGANJ,U.P. TELELINKS LIMITED,37,
19477,Bihar,GOPALGANJ,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),4,Volvo
19479,Bihar,GOPALGANJ,VIJEX STEEL FABRICATION,58,
19480,Bihar,GOPALGANJ,VISHWAKARMA IRON UDYOG,5,
19482,Bihar,GOPALGANJ,VOLKSWAGEN INDIA PVT LTD,3,Volkswagen
19484,Bihar,GOPALGANJ,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,22,
19494,Bihar,JAMUI,AMBIKA ENTERPRISES,408,
19496,Bihar,JAMUI,ANJALI TRADERS,35,
19505,Bihar,JAMUI,AVON CYCLES LTD,9,
19507,Bihar,JAMUI,BABA E-VEHICLES,15,
19511,Bihar,JAMUI,BAXY LTD,15,
19519,Bihar,JAMUI,CONTINENTAL ENGINES PVT LTD,3,
19520,Bihar,JAMUI,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,5,
19522,Bihar,JAMUI,DELTA AUTOCORP LTD,122,
19524,Bihar,JAMUI,EEVEE ENGINEERING PVT LTD,5,
19525,Bihar,JAMUI,EICHER MOTORS LTD,4,
19530,Bihar,JAMUI,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),329,
19538,Bihar,JAMUI,GANGA ENTERPRISES,16,
19539,Bihar,JAMUI,GAYATRI ELECTRIC VEHICLES PVT LTD,12,
19551,Bihar,JAMUI,HONDA CARS INDIA LTD,9,Honda
19556,Bihar,JAMUI,INDIA YAMAHA MOTOR PVT LTD,2947,
19559,Bihar,JAMUI,INTERGLOBE ENERGY PVT LTD,140,
19560,Bihar,JAMUI,INTERNATIONAL TRACTORS LIMITED,1552,
19574,Bihar,JAMUI,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),324,
19575,Bihar,JAMUI,J. S. AUTO (P) LTD,732,
19581,Bihar,JAMUI,KISAN ENGINEERING WORKS,1791,
19583,Bihar,JAMUI,KISHAN EQUIPMENTS,297,
19584,Bihar,JAMUI,KISHAN INDUSTRIES,918,
19586,Bihar,JAMUI,KLB KOMAKI PVT LTD,7,
19588,Bihar,JAMUI,KRANTI AUTOMOBILES LTD,16,
19589,Bihar,JAMUI,KRISHNA ENGINEERING WORKS,6,
19592,Bihar,JAMUI,KUMAR MOTORS PVT LTD,59,
19593,Bihar,JAMUI,LOCAL TRAILER MANUFACTURER,477,
19595,Bihar,JAMUI,LOHIA AUTO INDUSTRIES LTD.,123,
19597,Bihar,JAMUI,LOTIA  MOTORS  LTD,5,
19606,Bihar,JAMUI,MAHINDRA & MAHINDRA LIMITED (TRACTOR),2933,Mahindra
19614,Bihar,JAMUI,MLR AUTO LTD,17,
19615,Bihar,JAMUI,MOHIT ENTERPRISES,6,
19620,Bihar,JAMUI,OKINAWA AUTOTECH PVT LTD,108,
19624,Bihar,JAMUI,PARAS INDUSTRIES,12,
19626,Bihar,JAMUI,PATS MOTOR CORP,30,
19628,Bihar,JAMUI,PREET TRACTORS PVT LTD,17,
19631,Bihar,JAMUI,PUNJAB TRACTORS LIMITED,13,
19645,Bihar,JAMUI,SKS TRADE INDIA PVT LTD,5,
19646,Bihar,JAMUI,SML MAHINDRA LTD,19,Mahindra
19656,Bihar,JAMUI,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,4,Tata
19658,Bihar,JAMUI,TATA MOTORS PASSENGER VEHICLES LTD,352,Tata
19666,Bihar,JAMUI,TVS MOTOR COMPANY LTD,21554,
19680,Bihar,JAMUI,ZENIAK INNOVATION INDIA LTD,16,
19701,Bihar,JEHANABAD,ATUL AUTO LTD,978,
19707,Bihar,JEHANABAD,BHAGYALAXMI TRAILER,13,
19710,Bihar,JEHANABAD,CATERPILLAR INDIA PRIVATE LIMITED,13,
19711,Bihar,JEHANABAD,CHANDAN ENTERPRISES,3,
19719,Bihar,JEHANABAD,DEV ENGINEERING WORKS,123,
